,context,question,answerA,answerB,answerC,correct
5214,Robin felt guilty for last night and she helped Tracy study.,Why did Robin do this?,tell Tracy that she thought her college degree was stupid,she interrupted Tracy's study session the night before,make sure that Tracy memorized all the wrong answers,B
5215,Skylar did not like any of the ideas that her friends came up with and said no to them.,What will Others want to do next?,stop making ideas,go to a library,be mean to each other,A
5216,Taylor stripped down which easily stirred men's imagination with images.,Why did Taylor do this?,was being punished by others,do a little dance,was paid to strip for money,C
5217,Remy sent flowers to the family who was in mourning.,How would the family feel as a result?,ignored,hated,cared for,C
5218,"Remy started reading a good book, but the ending was disappointing.",Why did Remy do this?,Because Remy wanted to write the ending,Because Remy likes to read,write a review of the book,B
5219,Skylar wanted to do something nice and got his son a gift.,What will Others want to do next?,hug Skylar,hit Skylar,kick Skylar,A
5220,Robin was washing the dirty dishes after making dinner for their family.,Why did Robin do the dishes?,learn to cook a meal,get them clean before going out to dinner,rinse them well to go into the dishwasher,C
5221,Jordan found Kai's keys under the seat of Jordan's car.,What will Jordan want to do next?,call Kai,throw away the keys,hide the keys,A
5222,Skylar went around Taylor because she was moving too slowly.,How would you describe Skylar?,annoyed at Taylor,she had no consideration,she was very considerate,A
5223,Casey set the chairs in order. She needed to do this for the show.,What does Casey need to do before this?,ask permissipon,remove the chairs,arrange the chairs,C
5224,Bailey killed the spider with the stone for no reason at all.,How would you describe Bailey?,pleased,relief,ruthless,C
5225,Addison made mincemeat out of her first opponent in the wrestling league.,How would you describe Addison?,like a champion,a weaker wrestler who tries hard,an aggressive and capable wrestler,C
5226,Tracy explained their employment in terms of benefits and money too.,How would Tracy feel afterwards?,not knowing,very informed,very thorough in explaining employees' benefits,B
5227,Quinn is Remy's supervisor at the company they work for.,What will Quinn want to do next?,work hard for Quinn,demote Remy,an organized worker,B
5228,Quinn hit a home run to win the championship for her team.,How would Quinn feel afterwards?,Disheartened,Thrilled and fulfilled,Sad and discontent,B
5229,Aubrey conducted job interviews with 10 candidates. Aubrey was able to hire only 2 people. Aubrey shook hands with 8 unemployed workers respectively.,Why did Aubrey do this?,set a time with many people,inspect their hand muscles' strength,say goodbye to them,C
5230,Lee paid Robin back the money to buy a game last week.,What will Robin want to do next?,conflicted,smart,bored,B
5231,Jordan landed wrong when he jumped off the ledge.,How would Jordan feel afterwards?,happy,proud,hurt,C
5232,bailey was a kind person so she bought everything kendall needed.,Why did Bailey do this?,thank Bailey,let Bailey know they appreciate it,be kind,C
5233,Sydney did not give a monkey's uncle what everyone else thought about her dress.,How would Sydney feel afterwards?,offended that Sydney doesn't value their opinions,proud of Sydney for knowing what she wants,free,C
5234,Cameron asked Jan's roommate if Jan would mind them using some space in the fridge.,How would you describe Cameron?,reckless,careless,thoughtful,C
5235,Tracy thought they might want to eat so she made some food for everyone.,What will Tracy want to do next?,dance next,sing next,eat next,C
5236,"Carson got his wish, and all the people loved them and no one else.",How would you describe Carson?,self-sacrificing,blessed,someone who has a huge ego,B
5237,Sydney decided to take this business job because it would get her a better home loan.,What will happen to her family?,she will get a loan,move to a new house,clean up a new house,B
5238,"Remy used to be very short for his age, but he was growing taller by the year and catching up to his friends.",How would you describe Remy?,happy to not be teased anymore,still growing,the tallest,B
5239,"Tracy, a 4 year old child, was having a bad day. Addison, her mother, held her tightly in her arms.",What words would properly describe Addison's character?,like a good and loving mother,Is annoyed with Tracy,Is nurturing,A
5240,Jan had been really busy with their sick kid so Quinn went out and bought the stuff Jan needed.,How would Quinn feel afterwards?,that he made Jan happy,that Jan owed him,that he shouldn't have done it,A
5241,"Cameron played basketball with some friends, and afterward they were all tired and hungry.",What will Others want to do next?,stay up all night at a sleepover,ignore their hunger and keep playing,go home so they can have dinner,C
5242,When Sydney needed an extra voice for harmonies at her friends wedding she asked her mother and Sydney and her mom sang together.,What will Sydney want to do next?,ask her mother to do another song,help bring out the wedding cake,dance the first song with the groom,A
5243,Sydney was an athletic footballer and shot the ball into the goal.,How would you describe Sydney?,not a footballer,athletic,unfit,B
5244,Quinn thought they could handle the mission and he was right.,How would Quinn feel afterwards?,ashamed afterwards,proud afterwards,upset afterwards,B
5245,Kai limited Riley's use of the drug in an attempt to wean them off the toxic substance.,What will Riley want to do next?,resist Kai's good influences,stop doing drugs,go to rehab,B
5246,Carson persuaded the cops to let him go after he was caught speeding.,How would you describe Carson?,okay with losing his license,happy to receive a speeding ticket,good with words,C
5247,Kai kissed Riley's shoulder after taking off their shirt.,What will Kai want to do next?,need to make Riley happy,put their shirt back on,kiss Riley's lips,C
5248,Casey wanted to get rid of Ash because Ash was causing problems and conflicts within the group.,How would Ash feel as a result?,dominant,controlling,hurt,C
5249,Quinn knew their wife was busy so Quinn brought home dinner.,How would you describe Quinn?,Thoughtful,Irritated,Selfish,A
5250,Robin really loved to drink good strong coffee every morning.,What will Robin want to do next?,buy some coffee,stay wake,drink some tea,B
5251,Kendall mounted Aubrey's house and rushed out of the farm.,What will Aubrey want to do next?,didn't want anyone to see her,ride the horse,catch Kendall,B
5252,"Even though he knew he would get in trouble, Riley imposed their desire on others.",What will happen to Riley?,complain to Riley's boss,be punished by others,be rewarded for his efforts,B
5253,Cameron walked into the store and bought some ketchup for a party he was having.,How would you describe Cameron?,like they are prepared for the party,not caring,interested in food,A
