,context,question,answerA,answerB,answerC,correct
158,"Para o presente de aniversário do Jordan, Ash pintou-lhe uma foto da praia preferida.",O que vai querer fazer a seguir?,Agradeça ao Ash pelo presente.,a sua praia preferida,conduzir até à praia no dia seguinte,A
159,O Remy foi cedo para a escola para estudar.,Como descreveria o Remy?,sentia-se cansado,Sentia-me feliz por estar em casa.,estudioso,C
160,"Sydney não importava nada para o Remy, mesmo que eles costumavam ser os melhores amigos.",Como Sydney se sentiria?,Como se fossem amigos.,Como se fossem amados.,Como se tivessem sido ignorados.,C
161,Ash comprou alimentos em uma loja após queimar o jantar que fez em casa.,O que é necessário para Ash antes disso?,comer o jantar,alimentar a família,fazer uma lista de compras,C
162,O Casey foi o melhor presente que o Ash já recebeu e eles disseram a Ash todos os dias o quanto gostavam dele.,Como descreveria o Casey?,odioso,quente,frio,B
163,"O Austin esperou pela Sasha, mas ela deixou-os em pé e depois mandou uma mensagem a dizer que queria acabar.",Como é que o Austin se sentiria depois?,- Estou muito feliz.,feliz,Deprimido,C
164,A Skylar fez a própria fantasia de bruxa para a festa de Halloween para a qual foram convidadas.,O que é que a Skylar precisa de fazer antes disto?,Façam a maquilhagem e vão à festa .,comprar o material,Veste-te e vai à festa .,B
165,O Remy não estava a ter cuidado enquanto jogava e balançou a cabeça do Aubrey para trás muito forte.,O que faz o Remy depois?,Diz ao Remy para ter mais cuidado.,Deixa o Remy saber que dói .,Diz que se desculpa.,C
166,"Kai estava andando pela calçada e quando o acidente aconteceu, eles viram de perto.",Como Kai se sentiria depois?,abalado,irritada,azarado,A
167,Alex passou a ler de manhã as faces do acusado em uma sala de aula.,Como se sentiria Alex depois?,diligente,complacência,discernimento,A
168,A Addison matou todas as moscas e ratos da casa dela.,O que é que a Addison vai querer fazer a seguir?,Alimente o gato para que não tenha fome,mantém as armadilhas de rato fora,necessários para comprar inseticida e armadilhas,B
169,Addison amarrou os canudos e também colocou o resto dos suprimentos no cesto de piquenique.,Porque é que a Addison fez isto?,Fiz isto porque o piquenique foi cancelado.,Fizeste isto para fazer um piquenique.,Fiz isto para evitar o ar livre.,B
170,"O Remy dormiu bem ontem à noite, apesar de todo o barulho da casa.",O que é que o Remy precisa de fazer antes disto?,tapa os ouvidos dela .,Dormir mais,Fica acordado a noite toda.,B
171,"Robin tinha um piano novo que não cabia na porta da frente, e junto com os trabalhadores, Robin instalou uma poleia para levantar o piano para o andar seguinte.",O que vai acontecer a seguir?,Leva o piano pela porta da frente .,P os movedores para um trabalho bem feito,Levanta o piano .,C
172,"A Quinn estava aborrecida, por isso ela pulou, cantou e cantou.",Como se sentiriam os Outros?,como grato,Muito feliz.,como irritado,C
173,"O Quinn não se ia embora, apesar de todos os outros quererem que saíssem da festa.",O que é que os outros vão querer fazer a seguir?,Que o Quinn seja retirado da festa.,Agradeça ao Quinn por ter vindo à festa.,tensão de liberação,A
174,A casa e a propriedade do Casey foram incendiadas ontem à noite.,O que é que o Casey precisa de fazer antes disto?,- Não .,Seja preguiçoso.,Continuem .,A
175,"Embora fosse tarde e o Kai tivesse de trabalhar cedo, a Sydney queria que o Kai ficasse.",O que vai acontecer com a Sydney?,Ficar triste quando o Kai partir.,Fica a noite toda.,chegar tarde ao trabalho,A
176,"Muitos anos se passaram desde a reunião do último liceu. preocupado com algumas novas rugas, Cameron encheu o rosto com Botox. A reunião estava a apenas uma semana de distância.",O que é que a Cameron precisa de fazer antes disto?,pedir aos irmãos coisas de recordação do liceu,poupar dinheiro para pagar o tratamento,cancelar os planos de ir à reunião,B
177,"Depois de um longo dia de brincadeira, Kendall desafiou seu amigo a um concurso.",Porque é que a Kendall fez isto?,Queria ver quem ganhava .,autoconsciente,Queria ser pacífico.,A
178,"A Kai trabalhou muito para chegar ao concurso, mas perdeu.",Como descreveria o Kai?,É triste .,Vou vingar-me.,Vou dar em doido.,A
179,A Addison sempre quis ir de barco ao lago.,Como se sentiria a Addison depois?,ousado,Como se ela seguisse os seus sonhos.,Envergonhado.,A
180,A Aubrey viu a Kai e as amigas quando estavam desfeitas à beira da estrada.,O que vai o Kai querer fazer a seguir?,Corra na estrada a seguir.,"A seguir, Aubrey.",Trabalhar na estrada a seguir,B
181,A Riley usou o computador da Taylor para espiar a vida digital dela.,O que vai acontecer ao Riley?,ser repreendido por Taylor,Descobrir os segredos mais íntimos de Taylor,Descubra a história do passado de Taylor.,C
182,"A Riley disse-me que o meu marido, Jan, queria um computador para o seu próximo aniversário.",Porque é que a Riley fez isto?,Ele queria um novo laptop para si e era assim que conseguia .,Queria saber que presente podia comprar para o meu marido .,Queria comprar um portátil e não sabia por onde começar,B
183,O Austin trabalhou muito para se formar com os amigos.,Porque é que o Austin fez isto?,Foi deixado para trás quando a família se mudou.,Continuem a trabalhar duro.,Queria se formar com todos os amigos dele.,C
184,O Remy não queria levar nada quando se mudou.,O que é que o Remy vai querer fazer a seguir?,Arrancou o que ele precisava.,Continuem .,comprar coisas novas,C
185,Riley arrastou o chapéu para a cabeça de Sasha para mexer com ela para,O que queremos com Sasha?,Pedidos,retirar o chapéu,queixam de ser equivocados,B
186,O Remy foi andar de bicicleta depois de arranjar a corrente da bicicleta nova.,O que é que o Remy precisa de fazer antes disto?,andar de bicicleta,Vai andar de bicicleta,Fixe a corrente .,C
187,Sydney perdeu a bola durante o jogo e fez Skylar ter posse.,O que é que a Sydney precisa de fazer antes disto?,jogar defesa,Rouba a bola de volta.,Perder posse da bola,B
188,O Quinn falou sobre o assunto aos amigos.,Como se sentiria o Quinn depois?,Aberto e honesto em uma amizade,É bom saber o que eles pensam.,É bom que os seus pensamentos sejam conhecidos .,A
189,O Cameron deixou o telemóvel em casa e pediu emprestado o do Remy para ver vídeos.,O que é que o Remy vai querer fazer a seguir?,Carregue o telemóvel do Remy.,Compre um telefone novo para a Cameron.,Acabou de ver.,A
190,Remy inclinou a cabeça para trás e riu da piada que Aubrey disse.,Como descreveria o Remy?,Alguém que gostava das piadas dos amigos.,Como rir mais,Como contar uma piada.,A
191,Jesse disse muitas mentiras ao Lee sobre o seu passado e Lee ficou zangado quando descobriu.,O que vai acontecer ao Jesse?,traído.,Não tenho mais um mau amigo.,ser apanhado.,C
192,Robin manteve Kendall no gelo sobre o plano secreto que vai acontecer amanhã.,Como Robin se sentiria depois?,inteligente,Preguiçosa,não se importar,A
193,Jordan expressou sua tristeza para as pessoas que a escutavam no trabalho.,O que a Jordânia deseja fazer a seguir?,Luta com as pessoas,obter alguma resolução,rir a todos,B
194,Ash encontrou a Alex a caminho do parque de diversões.,O que vai acontecer com o Alex?,Vai ao parque aquático.,Eles vão pedir ao Alex para se juntar a eles .,Eles vão dizer olá ao Alex .,B
195,"O Taylor achou que era altura de o bebé parar de usar fralda, por isso ensinou-o a ir ao vaso.",Como é que a Taylor se sentiria depois?,Senti-me um fracasso.,Senti-me melhor.,Um bom pai.,C
196,Jordan foi imediatamente e tomou medidas quando o problema surgiu.,Como se sentiria Jordan depois disso?,heróico,Suntuoso,poderosa,A
197,"Alex sabia que a Cameron tinha saído de casa, mas quando os pais perguntaram, a Alex mentiu pela Cameron.",O que é que o Alex vai querer fazer a seguir?,casa,Diz ao Cameron que lhes devem um favor.,Decidir mentir,B
198,"A Alex estava pronta para desistir, lembrou-se do John Cena e reconsiderou, sabia que ele estava lá, só que não o via.",O que é que a Alex precisa de fazer antes disto?,Procura o John Cena .,Encontrar o John Cena .,Nunca te rendas.,A
199,"O Austin não era uma pessoa reservada, por isso, ela partilhava tudo com o amigo dele.",O que os Outros vão querer fazer a seguir?,Odeio Austin .,Queria ligar-se ao amigo,Agradeço o Austin .,C
200,Tracy pegou a mão de Riley e roscou os dedos através dela para segurar,Como o Tracy se sentiria depois?,Conteúdo com Riley,como se estivesse preocupado com Riley,como se desligar as mãos,A
201,A Jameson estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que precisava o Jameson de fazer antes disto?,Quero pedir a Lee uma recomendação também.,Ter concluído os pré-requisitos de enfermagem,Também quero ir para a escola de enfermagem.,B
202,O Bailey defendeu-se e provou-se na reunião para mostrar o que valia.,Porque é que a Bailey fez isto?,Pergunta ao chefe como ele correu.,Queria ficar rico.,Queria uma promoção .,C
203,"Após treinamento por vários meses, Kendall realizou o triathlon multisemana ao redor",Como descrever Kendall?,< 1/ 10,realizado,án,C
204,"Addison visitou a loja de animais, pois estava prestes a fechar em meia hora.",O que Addison vai querer fazer a seguir?,Vestir-se para sair,Sair de sua casa,Passar o tempo sabiamente,C
205,Jesse trouxe o cão na viagem de estrada porque o ama.,O que Jesse quer fazer em seguida?,não deixe o cão no carro,volte a levar o cão para casa,Dê o cão a outra pessoa,B
206,Ash colocou biscoitos no forno para apreciar mais tarde naquele dia.,O que é que o Ash vai querer fazer a seguir?,assar,fazer bolachas,qualificado,A
207,"Lee foi um herói, eles atenderam ao rei da nação.",O que Lee precisa fazer antes disso?,defender a nação,ver a guerra,Reunião Lee,A
208,Sasha comprou os sapatos novos na loja para a festa.,O que é que o Sasha vai querer fazer a seguir?,Venda os sapatos.,Faça a festa .,Mostrar os sapatos .,C
209,"Depois de ir ao médico, o Remy começou a sentir-se muito melhor.",O que é que o Remy precisa de fazer antes disto?,Vai para casa.,dar medicamentos a outros,visitar um médico,C
210,Jan foi ao cinema e comeu uma tigela de pipoca.,Porque é que o Jan fez isto?,Veja o filme,comer um lanche,comprar um bilhete,A
211,"A Austin estava a dar uma festa, por isso mandou mensagens a todos os amigos e convidou o namorado deles também.",O que os Outros vão querer fazer a seguir?,Vai à festa.,- Não é bom para mim.,Os amigos deles para trazer os rapazes,A
212,O Carson conheceu a irmã na loja quando ele estava à procura de cola para arranjar alguma coisa.,Como se sentiria Carson?,zangado com a irmã dele.,Estou feliz por encontrar a cola .,Como falar com a irmã dele.,C
213,O Sasha era o par da Skylar e a Sasha acabou com ele.,O que vai a Skylar querer fazer a seguir?,Não ir ao baile.,arranjar um novo encontro,Fica longe da Skylar.,B
214,"Depois de terem tido uma grande discussão na semana passada, a Sydney ficou mal-disposta com o Jesse.",Como é que a Sydney se sentiria depois?,Feliz com o Jesse.,Estou chateado com o Jesse.,Atraído pelo Jesse.,B
215,Tracy aprendeu a tocar violino quando estava na aula de música.,Porque é que a Tracy fez isto?,Seja preguiçoso.,Não faça nada.,realizar uma atividade,C
216,"A Quinn estava farta da atitude do Aubrey, e o Aubrey perdeu a atitude por causa do Quinn.",Como se sentiria o Quinn?,Estou chateado com ela.,- Estou contente com ela.,- Furioso com ela .,B
217,Robin girou as rodas da sua nova bicicleta antes de subir e ir embora com um sorriso.,Como descreveria a reação da Robin?,Estou entusiasmado com a nova bicicleta .,Não sei se ela sabe andar de bicicleta.,Não sei como mudar um pneu.,A
218,Addison foi a presidente da turma depois de uma longa campanha que levou muito trabalho.,O que é que a Addison precisa de fazer antes disto?,Ignorar as ideias deles.,Deixem o caminho da campanha,Defender as suas ideias,C
219,"Sasha foi dar um passeio no parque, mas se perdeu, depois de um tempo eles pegaram seus barings novamente e fizeram o seu caminho de volta para o estacionamento.",Por que Sasha fez isso?,Ir para o parque,ir para casa,Coloque seu carro no parque,B
220,A Aubrey foi a uma consulta de rotina e descobriu que estava a morrer de cancro.,Como é que o Aubrey se sentiria?,chocado,Rejuvenescido,excitado,A
221,Bailey encontrou a solução de Carson e foi apenas um simples enchimento de gás e nada mais.,O que vai acontecer com Bailey?,alívio,obter gás,Encha seu gás,C
222,Kai ensinou aos alunos a aula sobre como soldar objetos de metal.,Como os outros se sentiriam como resultado?,completamente ignorados,Muito ignorante,muito aprendida,C
223,A Quinn jogava no computador do Kai porque ele tinha ido fazer recados.,O que é que o Quinn precisa de fazer antes disto?,Tente um novo jogo.,Carregue o jogo.,Jogue mais jogos.,B
224,A Bailey cobriu o Carson com cobertores quando ele não se sentia bem.,O que é que o Carson vai querer fazer a seguir?,Dá-lhe sopa.,Corra uma maratona a seguir.,Volte o favor a seguir .,C
225,"O concerto tinha acabado, então Austin e Bailey estavam a apanhar o autocarro de volta para o bairro, a paragem de Austin estava a poucos quarteirões, então Austin beijou Bailey rapidamente.",O que é que o Austin precisa de fazer antes disto?,falar sobre os problemas no trabalho,Faça uma lista de compras,Mastigar uma menta,C
226,A Jordan estava a jogar com o Sasha e marcou um gol.,Como descreveria o Jordan?,- Estou muito feliz.,- Exultante.,Um bom jogador.,C
227,Um anjo veio até Robin e Ash e Ash ajoelhou-se e levantou as mãos com medo e temor.,Porque é que o Ash fez isto?,mostrar respeito ao anjo,curvam-se ao anjo,Fica muito quieto.,A
228,Jan viveu feliz depois de ter encontrado o emprego dos seus sonhos.,Como descreveria o Jan?,Andando por um sonho,Viver um conto de fadas,Viver o sonho dela.,C
229,Kendall deu à pessoa uma recompensa por trabalhar muito no trabalho.,Como descrever Kendall?,normal,alguém que aprecia o esforço,calm,B
230,Sasha chamou a Tracy para explicar a versão deles do que aconteceu na noite do acidente.,O que vai acontecer à Tracy?,testemunhar no tribunal,Perde o carro.,- Não .,A
231,"A Tracy tentou fazer exercício em casa, mas foi difícil disciplinar-se.",Porque é que a Tracy fez isto?,Arranja um treinador.,Vai à academia.,poupar dinheiro,C
232,A Sydney ofereceu uma boleia à Casey depois da escola e levou-a à loja no caminho.,O que fez a Sydney?,Fui à loja com o Casey.,Eu conduzi através de uma poça e molhei o Casey .,Fui directo para casa sozinho.,A
233,Carson encontrou a boneca que procurava na garagem.,Por que o Carson fez isso?,olha e passa pelo carrinho para o brinquedo perdido,busca através do carport para o brinquedo perdido,Dê a boneca a uma pessoa,C
