,context,question,answerA,answerB,answerC,correct
158,"Remy ajudou Sasha a mudar sua vida, encontrando-lhes uma boa oportunidade de emprego.",O que Remy vai querer fazer a seguir?,Ajude Sasha a ter sucesso,Obrigado Remy por seu esforço,Prepare-se para quaisquer requisitos necessários para o novo trabalho,A
159,A Tracy ensinou a Bailey a ser uma grande amiga para os outros.,Porque é que a Tracy fez isto?,ser um pária,Como um bom pai.,encaixar,B
160,Taylor afinava a guitarra de Sasha para que ela pudesse tocar para a multidão e seus fãs.,O que é que a Taylor precisa de fazer antes disto?,Apoia o Sasha.,precisava de ficar zangado com o Sasha.,precisava ser um fã de guitarras,A
161,O Austin lembrou-se do nome da Tracy depois de os ter conhecido numa festa de faculdade.,O que é que o Austin precisa de fazer antes disto?,Conheça a Tracy na escola.,ir a uma aula,Conheça a Tracy na festa.,C
162,Taylor melhorou após ter conseguido uma manicure.,Como descreveria Taylor?,Muito declividade,Cuidando de seu aparecimento,pretty,C
163,A Robin encontrou-se com o Jan para jantar assim que ele voltou à cidade.,O que vai o Jan querer fazer a seguir?,ir ao cinema,Escolhe um lugar para jantar.,Faça uma reserva para o jantar.,A
164,"O cão estava latindo com raiva e tinha colocado a família num canto, mas com uma vassoura na mão, Kendall manteve o cão afastado.",Porque é que a Kendall fez isto?,Queria proteger a família.,Tira o cão daqui .,distrair o cão,A
165,"Jan e as amigas se sentiam lindas com os vestidos novos, mas as crianças ainda se riam delas.",Como descreveria o Jan?,de alta autoestima,um salgueiro choroso,triste,C
166,"Jesse queria um novo emprego, então ele se candidatou a empregos em sua indústria.",Porque é que o Jesse fez isto?,Faça a pessoa arranjar-lhe um emprego,Espere por um telefonema,Continue vivendo sua velha vida,A
167,"O Carson estava a fazer barulho durante o ensaio, o Kai disse-lhe que tinha de ficar quieto durante o ensaio, senão não podia ficar.",O que vai o Kai querer fazer a seguir?,Desiste,Vai treinar .,Vai para casa.,B
168,A Riley pediu ajuda à irmã da Cameron e a Cameron disse que ambos ajudariam.,Como se sentiria Cameron?,Não conhece o pedido,Um bom amigo.,Não está disponível para ajudar,B
169,Cameron encolheu os ombros e Jan quando perguntado o que eles estavam fazendo.,O que vai o Jan querer fazer a seguir?,ser falador,Descobre,Falar sobre o que estão a fazer,B
170,"Apesar de serem colegas de trabalho, a Tracy mandava constantemente no Ash.",O que vai acontecer ao Ash?,Reclama-te da Tracy.,- Não . - Não .,Aprenda com a orientação da Tracy.,A
171,O Lee estava num avião e ia visitar a Robin.,Como descreveria o Lee?,Estou contente por ter vindo ver a Robin .,Alguém que gosta de voar.,Estou animado para visitar Robin .,C
172,O Kenall manda sobre todos os outros jogadores da equipa e eles decidiram desistir.,O que acontecerá aos Outros?,Procure outra equipa para se juntar,Peçam ao Kendall para treinar a nova equipa deles.,criticado,A
173,Alex pediu ao médico remédio depois que ficou sem os comprimidos para a alergia.,O que os Outros vão querer fazer a seguir?,evitar tomar medicamentos,Escreva-lhe uma receita .,desenvolver um novo medicamento,B
174,Cameron decidiu ir embora enquanto Riley os observava.,Como é que a Cameron se sentiria depois?,Felizes por terem escapado do Riley.,Infeliz por terem deixado a Riley tão cedo.,Aliviados por terem uma folga do Riley.,B
175,"Kai vestiu as roupas deles, apesar de nunca ter perguntado se não se importava.",Como descreveria o Kai?,Um livro aberto.,aberta e honesta,um pouco sombrio,C
176,A Skylar comprou cartões de agradecimento para dar à amiga deles no outro dia.,Como descreveria a Skylar?,Agradecido,Como alguém que sabe dos seus amigos,orgulhoso,A
177,Jordan sempre pagou seus funcionários muito bem e com generosidade.,O que os funcionários vão querer fazer a seguir?,Apreciar a Jordânia,Seja um bom chefe,Peça uma promoção,A
178,Tracy puxou o pescoço do Carson para que ele se sentisse melhor.,Como Carson se sentiria como resultado?,caindo aos pedaços,como a colagem,loucos uns com os outros,B
179,O Austin tentou ajudar alguns clientes que estavam a ser muito mal-educados com ele.,Como se sentiriam os Outros?,inteligente,- É bom.,irritado,B
180,Carson trouxe a colher para a boca de Taylor para que Taylor pudesse comer.,O que Carson precisa fazer antes disso?,Traga um copo,Sair da casa,Sente-se com Taylor,C
181,"Alex teve que fazer uma corrida rápida para o banheiro, mas voltou depois de 5 minutos.",O que Alex vai querer fazer a seguir?,Voltar para o que ela estava fazendo,ir para casa,urinar,A
182,Jesse publicou fotos em jornais sobre a guerra.,O que vai acontecer ao Jesse?,Leia o diário .,Mostra as fotos.,ser promovido,B
183,"Depois de puxar um carro, Ash impediu o carro de se mover.",Por que Ash fez isso?,Acreditava-se que o motorista estava acelerando,Veja a carteira de motorista,Acreditava-se que o motorista estava comendo,A
184,Ash não tomou a decisão de Casey de deixar o trabalho com leveza.,Como descreveria Ash?,especial,ouvido,Preocupação,C
185,"Este outono, Lee mudou-se de Minnesota para a Flórida para a faculdade bíblica.",O que é que o Lee vai querer fazer a seguir?,Visitar os amigos dele em Minnesota.,brincar na neve,ir à praia pela primeira vez,C
186,Jordan tomou a opinião de Kai sobre o assunto que estava discutindo.,O que o Kai quer fazer em seguida?,Pergunte ao Kai sobre outros assuntos,tomar boas decisões,encontrar mais coisas para concordar com Kai,B
187,A Sydney estava a beijar a Cameron e decidiu afastar-se deles.,O que vai acontecer com a Sydney?,beija-me outra vez,desconfortável,sorriso,C
188,Sasha chegou apressado do trabalho para chegar a tempo para o encontro de jantar.,O que é que o Sasha precisa de fazer antes disto?,Esperando pacientemente,Faça uma caminhada lenta até ao restaurante,Apressa-se para sair do trabalho mais cedo,C
189,Kendall sabia muito mais do que os outros porque ela estudou muito todas as noites durante um ano.,Porque é que a Kendall fez isto?,inteligente,Continua a estudar todas as noites.,preguiçoso,A
190,A Kendall deixou a Jan em paz e a paragem do autocarro.,O que é que a Kendall vai querer fazer a seguir?,Fica zangado.,Explique,Vingança-te .,B
191,Tracy anotou a tese para uso e a administração aprovou para uso.,Como se sentiria a Tracy depois?,estava ansioso para compartilhá-lo com os amigos,Um estudante de pós-graduação,Estava cansado e queria dormir.,A
192,"Depois de terminar nas redes sociais, Sydney deixou Quinn muito triste.",O que vai acontecer com Quinn?,smile,seguir em frente,chorar,C
193,"Carson perguntou-se onde tinha deixado o telemóvel, juntou as pistas e lembrou-se onde estava.",O que é que o Carson vai querer fazer a seguir?,Chame alguém.,Estava a sair de casa.,Guarda o telemóvel dele.,C
194,A Skylar vivia num arranha-céu e tinha de anunciar os convidados.,O que é que a Skylar precisa de fazer antes disto?,Precisava de falar com o porteiro.,Precisava de planear uma estadia,Organizar uma reunião,A
195,Casey amava seu cão e teve os melhores momentos com eles. Casey levou seu cão em todos os lugares.,O que Casey vai querer fazer a seguir?,Leve seu cão para o parque,Deixe o cão fazer suas próprias coisas,Deixe o cão em casa,A
196,"A Kai queria companhia, por isso decidiu levar a Robin para o banco.",O que é que o Kai precisa de fazer antes disto?,Põe sapatos.,Pegue as chaves do carro dela.,Volta para a cama.,A
197,"Addison mostrou a escalada da escada, Abrey trabalhou o caminho de Addison.",O que acontecerá com Addison?,subir a escada,fez escolhas ruins,melhor,A
198,Lee achou que o Nordeste era muito frio e decidiu mudar-se para a Flórida.,Como descreveria o Lee?,feliz,Alguém que gosta de tempo frio.,Alguém que gosta do calor.,C
199,"Cameron havia machucado os sentimentos de seus amigos, mas, pedindo desculpas, ele corrigiu as coisas.",O que é que a Cameron vai querer fazer a seguir?,Esquece tudo o que aconteceu.,Lembra-te da lição,- Não .,B
200,A Taylor tornou a Tracy resistente à mudança porque as coisas não saíam bem sempre que a Taylor mudava as coisas.,O que é que a Tracy vai querer fazer a seguir?,Certifique-se que tudo permanece o mesmo,mau,expressar desgosto pela mudança,A
201,Riley foi ao shopping com Cameron para ir às compras.,O que Riley precisa fazer antes disso?,Dirigir até o shopping,Pegar Cameron,ganhar algum dinheiro,B
202,Ash impediu que a porta se movimentasse para que os outros saissem.,O que queremos?,Os outros vão sair em seguida,Necessidade de travar a porta,necessário colocar um tijolo junto à porta,A
203,"Carson foi para a escola para aprender, Carson sentou junto a Riley em aula",Por que o Carson fez isso?,interagem com os alunos,desenvolver uma amizade,desenvolver um romance,B
204,A Sydney deu um jantar na semana passada para dar as boas vindas à sua nova colega de trabalho.,Como descreveria Sydney?,muito confortável com os outros,encontrar um novo emprego,Ainda bem que ela recebeu o novo colega de trabalho.,A
205,Outros fizeram a pergunta da entrevista ao Casey.,O que os Outros vão querer fazer a seguir?,elaborar sobre isso,"Casey, cala-te.",Ouve o Casey.,C
206,Sydney rompeu com Jesse após um período de tempo porque não tinha nada em comum.,O que vai acontecer com Jesse?,encontrar uma pessoa nova,agradecimentos a Sydney,cheat em Sydney,A
207,"Riley conseguiu um emprego no banco, então eles começaram uma festa.",Porque é que a Riley fez isto?,RSVP,embebedar-se,assistir,B
208,A Carson queria mesmo comprar um brinquedo novo para doar ao abrigo de mulheres.,Como descreveria o Carson?,Uma mulher que se importa com brinquedos.,Um bom amigo para o abrigo.,Um bom fornecedor de presentes,B
209,Quinn fez um teste na classe deles e teve uma nota muito ruim porque não estudaram muito.,Como descreveria o Quinn?,culpado,preguiçoso,arrependido,B
210,"Carson escondeu a identidade da Taylor, mas desfocou o rosto e editou a voz.",O que é que a Taylor vai querer fazer a seguir?,revelar a sua identidade,Confia no Carson .,Esconde-te,C
211,O Lee guardou o telemóvel do Remy na gaveta durante o exame final de matemática.,O que vai acontecer ao Lee?,Dispensa a turma e deseja-lhes um bom dia.,nervoso,Devolvam ao Remy o teste no final da aula.,B
212,"A água da torneira na Jordânia é geralmente segura para beber, mas para uma curta viagem é melhor ficar com água engarrafada. Isso está prontamente disponível, mas verifique se o selo não foi quebrado. Alternativamente, você pode ferver água da torneira por 10 minutos, use comprimidos de purificação de água ou um filtro.",O que a Jordânia precisa fazer antes disso?,uma das principais causas de picada de cobra dentro de seu alcance,"Cobras na Jordânia. Existem 37 espécies de cobras, das quais 6 ou 7 são venenosas, dependendo da fonte. A víbora Palestina",com base em elementos árabes e islâmicos com influência ocidental significativa,A
213,A Sasha teve uma boa pontuação no teste de matemática.,Como é que o Sasha se sentiria depois?,aborrecido,Inteligente,estudioso,B
214,A Bailey ganhou a vida a organizar casas de acolhimento.,O que é que a Taylor vai querer fazer a seguir?,Continuem a organizar a casa da Bailey.,Vamos para a casa da Bailey.,Ajudá-los a organizarem-se.,C
215,Lee olhou para Kendall como aquela mulher fez e se mudou rapidamente para pedir para dançar,O que acontecerá com Kendall?,ela gosta dele,fazer uma pausa de dançar com Lee,declínio da oferta de Lee para dançar juntos,A
216,Ash visitou um amigo que se mudou para a cidade próxima para a faculdade.,O que é que o Ash vai querer fazer a seguir?,Queria falar contigo.,Não saias de casa,Veja a cidade.,A
217,"Kai precisava dormir para a saúde, mas Kai mantinha brincadeiras, Remy colocava a cabeça do",Por que a Remy fez isso?,Jogo de brincadeiras em lugar de Kai,fazer com que Kai obtenha sono suficiente,obter as mantas,B
218,Aubrey viu todos os episódios de sua televisão preferida.,Como descreveria Aubrey?,fiel ao espetáculo,feliz em ver todos os episódios,Muito satisfeito,A
219,Addison disse a outros que precisavam de ajuda com o projeto para a aula de matemática.,Como se sentiriam os Outros?,Muito útil.,Muito triste.,muito zangado,A
220,A Alex disse à filha da Bailey que ela era gira e eles apaixonaram-se por elas.,Porque é que a Alex fez isto?,ver se a filha do Alex sentiu o frio,confessam os seus sentimentos à filha do Alex,Responda-lhes.,B
221,Jordan derramou o café em toda a secretária que estava coberta de papelada.,Como se sentiria Jordan depois disso?,Envergonhado por ser desajeitado.,Envergonhado por ser ágil.,Furioso e a arquivar a papelada .,A
222,O Kai também gostava de comer pizza ao jantar o tempo todo.,O que vai o Kai querer fazer a seguir?,Lave as mãos.,comer pizza para o pequeno almoço,Vai buscar uma pizza .,C
223,A Skylar disse à Robin que podia tocar se fosse simpática com os outros.,O que vai acontecer à Skylar?,ser gentil com os outros,Desiste do jogo.,Jogar pelas regras.,A
224,Addison falou no telefone enquanto o professor estava dando a palestra e foi repreendido pelo comportamento deles.,O que é que a Addison vai querer fazer a seguir?,Fala mais alto no futuro.,Peço desculpa ao professor.,Faça uma chamada no telemóvel deles,B
225,Aubrey deu sua apresentação de projeto em frente à sua turma e à professora.,Como descreveria Aubrey?,fazendo bem,esperada para um bom grau,que efectue a sua atribuição,B
226,"A Addison era a gerente que o Aubrey queria ser, e o Aubrey trabalhou no progresso da Addison.",Como descreveria o Aubrey?,abusivo,Um duplo,sinistro,B
227,A Addison viu que o hambúrguer custava 5 dólares e decidiu comprá-lo.,Porque é que a Addison fez isto?,Come o hambúrguer.,- Vamos comer ketchup.,Experimente um hambúrguer caro .,A
228,Remy apresentou a Skylar a aparência de amizade para se aproximar do namorado de Skylar.,Como descreveria o Remy?,Um covil de duas faces sem moral.,pessoa de alto padrão moral,Acredita na lealdade e na fidelidade,A
229,Tracy procurou emprego no jornal e na internet.,Porque é que a Tracy fez isto?,ter um currículo,ser promovida no trabalho dela,arranjar um emprego melhor.,C
230,"Quando ele era criança, Riley fez questão de trazer uma câmera para o acampamento de verão. Como ele cresceu, ele fez questão de salvar todas as fotos de seu tempo lá.",Como você descreveria Riley?,Gratidão ao seu eu mais jovem,Sentimental,nostálgico,B
231,Sasha não confiava mais em ninguém até que eles fizeram um novo amigo.,Como é que o Sasha se sentiria depois?,Ainda bem que têm um amigo.,Ainda bem que aprenderam a confiar.,tentativo,A
